pilot_rank,stable_source_image_id,split,sequence_id,image_path,mask_path,annotation_status,selection_strata,component_count,big_rock_pixel_count,bedrock_adjacent_pixels,geometry_status,selection_seed,selection_rationale
1,NLB_485122672EDR_F0480458NCAM12753M1,train,F0480458NCAM12753M1,msl/ncam/images/edr/NLB_485122672EDR_F0480458NCAM12753M1.JPG,msl/ncam/labels/train/NLB_485122672EDR_F0480458NCAM12753M1.png,candidate_unreviewed,isolated_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,1,36,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
62,NLB_478895963EDR_F0450450NCAM00372M1,train,F0450450NCAM00372M1,msl/ncam/images/edr/NLB_478895963EDR_F0450450NCAM00372M1.JPG,msl/ncam/labels/train/NLB_478895963EDR_F0450450NCAM00372M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,59705,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
63,NLB_550812470EDR_F0640252NCAM00289M1,train,F0640252NCAM00289M1,msl/ncam/images/edr/NLB_550812470EDR_F0640252NCAM00289M1.JPG,msl/ncam/labels/train/NLB_550812470EDR_F0640252NCAM00289M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,3135,2,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
64,NLB_436560597EDR_F0220000NCAM00354M1,train,F0220000NCAM00354M1,msl/ncam/images/edr/NLB_436560597EDR_F0220000NCAM00354M1.JPG,msl/ncam/labels/train/NLB_436560597EDR_F0220000NCAM00354M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,11,51496,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
65,NLB_542036117EDR_F0611332NCAM07753M1,train,F0611332NCAM07753M1,msl/ncam/images/edr/NLB_542036117EDR_F0611332NCAM07753M1.JPG,msl/ncam/labels/train/NLB_542036117EDR_F0611332NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,7879,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
66,NLA_408507666EDR_F0051216NCAM00219M1,train,F0051216NCAM00219M1,msl/ncam/images/edr/NLA_408507666EDR_F0051216NCAM00219M1.JPG,msl/ncam/labels/train/NLA_408507666EDR_F0051216NCAM00219M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,14473,8,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
67,NLB_473841214EDR_F0442414NCAM00207M1,train,F0442414NCAM00207M1,msl/ncam/images/edr/NLB_473841214EDR_F0442414NCAM00207M1.JPG,msl/ncam/labels/train/NLB_473841214EDR_F0442414NCAM00207M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,12,50060,3,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
68,NLB_555692594EDR_F0650096NCAM00385M1,val,F0650096NCAM00385M1,msl/ncam/images/edr/NLB_555692594EDR_F0650096NCAM00385M1.JPG,msl/ncam/labels/train/NLB_555692594EDR_F0650096NCAM00385M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,8,25429,2,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
69,NLB_538567497EDR_F0602256NCAM00251M1,train,F0602256NCAM00251M1,msl/ncam/images/edr/NLB_538567497EDR_F0602256NCAM00251M1.JPG,msl/ncam/labels/train/NLB_538567497EDR_F0602256NCAM00251M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,10193,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
70,NLB_579753089EDR_F0701752NCAM00264M1,train,F0701752NCAM00264M1,msl/ncam/images/edr/NLB_579753089EDR_F0701752NCAM00264M1.JPG,msl/ncam/labels/train/NLB_579753089EDR_F0701752NCAM00264M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,10,51555,3,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
71,NLB_477665507EDR_F0450450NCAM07753M1,train,F0450450NCAM07753M1,msl/ncam/images/edr/NLB_477665507EDR_F0450450NCAM07753M1.JPG,msl/ncam/labels/train/NLB_477665507EDR_F0450450NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,12,58386,8,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
72,NLB_546992923EDR_F0623050NCAM00265M1,val,F0623050NCAM00265M1,msl/ncam/images/edr/NLB_546992923EDR_F0623050NCAM00265M1.JPG,msl/ncam/labels/train/NLB_546992923EDR_F0623050NCAM00265M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,6108,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
73,NLB_471799347EDR_F0442396NCAM00393M1,train,F0442396NCAM00393M1,msl/ncam/images/edr/NLB_471799347EDR_F0442396NCAM00393M1.JPG,msl/ncam/labels/train/NLB_471799347EDR_F0442396NCAM00393M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,43762,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
74,NLB_547170366EDR_F0623350NCAM00267M1,train,F0623350NCAM00267M1,msl/ncam/images/edr/NLB_547170366EDR_F0623350NCAM00267M1.JPG,msl/ncam/labels/train/NLB_547170366EDR_F0623350NCAM00267M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,40,11487,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
75,NLB_424835216EDR_F0060646NCAM00246M1,train,F0060646NCAM00246M1,msl/ncam/images/edr/NLB_424835216EDR_F0060646NCAM00246M1.JPG,msl/ncam/labels/train/NLB_424835216EDR_F0060646NCAM00246M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,12595,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
76,NLB_555606916EDR_F0650000NCAM00264M1,train,F0650000NCAM00264M1,msl/ncam/images/edr/NLB_555606916EDR_F0650000NCAM00264M1.JPG,msl/ncam/labels/train/NLB_555606916EDR_F0650000NCAM00264M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,36,17216,16,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
77,NLB_550548257EDR_F0633326NCAM07753M1,val,F0633326NCAM07753M1,msl/ncam/images/edr/NLB_550548257EDR_F0633326NCAM07753M1.JPG,msl/ncam/labels/train/NLB_550548257EDR_F0633326NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,18041,2,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
78,NLB_485469909EDR_F0481032NCAM00412M1,train,F0481032NCAM00412M1,msl/ncam/images/edr/NLB_485469909EDR_F0481032NCAM00412M1.JPG,msl/ncam/labels/train/NLB_485469909EDR_F0481032NCAM00412M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|rgb_only_or_geometry_unresolved,3,49957,8,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
79,NLB_545223247EDR_F0620690NCAM00297M1,train,F0620690NCAM00297M1,msl/ncam/images/edr/NLB_545223247EDR_F0620690NCAM00297M1.JPG,msl/ncam/labels/train/NLB_545223247EDR_F0620690NCAM00297M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|rgb_only_or_geometry_unresolved,5,1743,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
80,NLB_582938538EDR_F0710228NCAM00272M1,val,F0710228NCAM00272M1,msl/ncam/images/edr/NLB_582938538EDR_F0710228NCAM00272M1.JPG,msl/ncam/labels/train/NLB_582938538EDR_F0710228NCAM00272M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,23721,2,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
81,NLB_547527411EDR_F0630000NCAM00269M1,train,F0630000NCAM00269M1,msl/ncam/images/edr/NLB_547527411EDR_F0630000NCAM00269M1.JPG,msl/ncam/labels/train/NLB_547527411EDR_F0630000NCAM00269M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,10,26055,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
82,NLB_477482823EDR_F0450366NCAM07753M1,train,F0450366NCAM07753M1,msl/ncam/images/edr/NLB_477482823EDR_F0450366NCAM07753M1.JPG,msl/ncam/labels/train/NLB_477482823EDR_F0450366NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,76481,2,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
83,NLB_517255171EDR_F0541610NCAM00354M1,train,F0541610NCAM00354M1,msl/ncam/images/edr/NLB_517255171EDR_F0541610NCAM00354M1.JPG,msl/ncam/labels/train/NLB_517255171EDR_F0541610NCAM00354M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,50468,13,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
84,NLB_529681104EDR_F0582034NCAM00385M1,train,F0582034NCAM00385M1,msl/ncam/images/edr/NLB_529681104EDR_F0582034NCAM00385M1.JPG,msl/ncam/labels/train/NLB_529681104EDR_F0582034NCAM00385M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,2,41250,5,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
85,NLB_436473759EDR_F0211572NCAM00464M1,train,F0211572NCAM00464M1,msl/ncam/images/edr/NLB_436473759EDR_F0211572NCAM00464M1.JPG,msl/ncam/labels/train/NLB_436473759EDR_F0211572NCAM00464M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|very_large_component_candidate|rgb_only_or_geometry_unresolved,2,119585,3,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
86,NLB_626095223EDR_F0771416NCAM00262M1,val,F0771416NCAM00262M1,msl/ncam/images/edr/NLB_626095223EDR_F0771416NCAM00262M1.JPG,msl/ncam/labels/train/NLB_626095223EDR_F0771416NCAM00262M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|rgb_only_or_geometry_unresolved,3,10258,5,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
87,NLB_511216545EDR_F0531284NCAM00250M1,train,F0531284NCAM00250M1,msl/ncam/images/edr/NLB_511216545EDR_F0531284NCAM00250M1.JPG,msl/ncam/labels/train/NLB_511216545EDR_F0531284NCAM00250M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|rgb_only_or_geometry_unresolved,2,35694,1,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
88,NLB_528261206EDR_F0580738NCAM00385M1,train,F0580738NCAM00385M1,msl/ncam/images/edr/NLB_528261206EDR_F0580738NCAM00385M1.JPG,msl/ncam/labels/train/NLB_528261206EDR_F0580738NCAM00385M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,30626,7,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
89,NLB_545659954EDR_F0621080NCAM00251M1,val,F0621080NCAM00251M1,msl/ncam/images/edr/NLB_545659954EDR_F0621080NCAM00251M1.JPG,msl/ncam/labels/train/NLB_545659954EDR_F0621080NCAM00251M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|rgb_only_or_geometry_unresolved,2,33302,2,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
90,NLB_493826864EDR_F0491798NCAM00255M1,train,F0491798NCAM00255M1,msl/ncam/images/edr/NLB_493826864EDR_F0491798NCAM00255M1.JPG,msl/ncam/labels/train/NLB_493826864EDR_F0491798NCAM00255M1.png,candidate_unreviewed,multiple_candidate_regions|bedrock_big_rock_boundary|rgb_only_or_geometry_unresolved,3,9591,3,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
91,NLB_467991018EDR_F0440568NCAM00298M1,val,F0440568NCAM00298M1,msl/ncam/images/edr/NLB_467991018EDR_F0440568NCAM00298M1.JPG,msl/ncam/labels/train/NLB_467991018EDR_F0440568NCAM00298M1.png,candidate_unreviewed,multiple_candidate_regions|border_truncation_candidate|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,13,194202,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
92,NLB_547800871EDR_F0630346NCAM00354M1,val,F0630346NCAM00354M1,msl/ncam/images/edr/NLB_547800871EDR_F0630346NCAM00354M1.JPG,msl/ncam/labels/train/NLB_547800871EDR_F0630346NCAM00354M1.png,candidate_unreviewed,multiple_candidate_regions|border_truncation_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,14,62736,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
93,NLB_490004046EDR_F0482122NCAM00281M1,train,F0482122NCAM00281M1,msl/ncam/images/edr/NLB_490004046EDR_F0482122NCAM00281M1.JPG,msl/ncam/labels/train/NLB_490004046EDR_F0482122NCAM00281M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,9,86480,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
94,NLB_495061490EDR_F0492626NCAM00269M1,train,F0492626NCAM00269M1,msl/ncam/images/edr/NLB_495061490EDR_F0492626NCAM00269M1.JPG,msl/ncam/labels/train/NLB_495061490EDR_F0492626NCAM00269M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,10,64358,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
95,NLB_424307612EDR_F0060450NCAM00350M1,val,F0060450NCAM00350M1,msl/ncam/images/edr/NLB_424307612EDR_F0060450NCAM00350M1.JPG,msl/ncam/labels/train/NLB_424307612EDR_F0060450NCAM00350M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,141709,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
96,NLB_531734905EDR_F0591596NCAM00653M1,train,F0591596NCAM00653M1,msl/ncam/images/edr/NLB_531734905EDR_F0591596NCAM00653M1.JPG,msl/ncam/labels/train/NLB_531734905EDR_F0591596NCAM00653M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,8,158918,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
97,NLB_499059390EDR_F0500848NCAM00287M1,train,F0500848NCAM00287M1,msl/ncam/images/edr/NLB_499059390EDR_F0500848NCAM00287M1.JPG,msl/ncam/labels/train/NLB_499059390EDR_F0500848NCAM00287M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,63331,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
98,NLB_530660251EDR_F0582394NCAM05113M1,train,F0582394NCAM05113M1,msl/ncam/images/edr/NLB_530660251EDR_F0582394NCAM05113M1.JPG,msl/ncam/labels/train/NLB_530660251EDR_F0582394NCAM05113M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,76502,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
99,NLB_512191282EDR_F0532406NCAM00262M1,val,F0532406NCAM00262M1,msl/ncam/images/edr/NLB_512191282EDR_F0532406NCAM00262M1.JPG,msl/ncam/labels/train/NLB_512191282EDR_F0532406NCAM00262M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,172954,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
100,NLB_492840274EDR_F0490814NCAM07813M1,train,F0490814NCAM07813M1,msl/ncam/images/edr/NLB_492840274EDR_F0490814NCAM07813M1.JPG,msl/ncam/labels/train/NLB_492840274EDR_F0490814NCAM07813M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,60349,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
101,NLB_490980444EDR_F0482518NCAM07753M1,train,F0482518NCAM07753M1,msl/ncam/images/edr/NLB_490980444EDR_F0482518NCAM07753M1.JPG,msl/ncam/labels/train/NLB_490980444EDR_F0482518NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,744392,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
102,NLB_463189610EDR_F0410802NCAM00385M1,train,F0410802NCAM00385M1,msl/ncam/images/edr/NLB_463189610EDR_F0410802NCAM00385M1.JPG,msl/ncam/labels/train/NLB_463189610EDR_F0410802NCAM00385M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,182507,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
103,NLB_577895239EDR_F0692766NCAM00293M1,train,F0692766NCAM00293M1,msl/ncam/images/edr/NLB_577895239EDR_F0692766NCAM00293M1.JPG,msl/ncam/labels/train/NLB_577895239EDR_F0692766NCAM00293M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,27,84999,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
104,NLB_463552100EDR_F0411570NCAM07753M1,train,F0411570NCAM07753M1,msl/ncam/images/edr/NLB_463552100EDR_F0411570NCAM07753M1.JPG,msl/ncam/labels/train/NLB_463552100EDR_F0411570NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,12,143057,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
105,NLA_413665900EDR_F0060000NCAM00368M1,train,F0060000NCAM00368M1,msl/ncam/images/edr/NLA_413665900EDR_F0060000NCAM00368M1.JPG,msl/ncam/labels/train/NLA_413665900EDR_F0060000NCAM00368M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,80767,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
106,NLB_485828325EDR_F0481530NCAM00274M1,train,F0481530NCAM00274M1,msl/ncam/images/edr/NLB_485828325EDR_F0481530NCAM00274M1.JPG,msl/ncam/labels/train/NLB_485828325EDR_F0481530NCAM00274M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,107306,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
107,NLB_549392097EDR_F0632008NCAM00312M1,train,F0632008NCAM00312M1,msl/ncam/images/edr/NLB_549392097EDR_F0632008NCAM00312M1.JPG,msl/ncam/labels/train/NLB_549392097EDR_F0632008NCAM00312M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,68346,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
108,NLB_448457285EDR_F0300740NCAM00251M1,train,F0300740NCAM00251M1,msl/ncam/images/edr/NLB_448457285EDR_F0300740NCAM00251M1.JPG,msl/ncam/labels/train/NLB_448457285EDR_F0300740NCAM00251M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,327620,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
109,NLB_516986144EDR_F0541490NCAM07753M1,val,F0541490NCAM07753M1,msl/ncam/images/edr/NLB_516986144EDR_F0541490NCAM07753M1.JPG,msl/ncam/labels/train/NLB_516986144EDR_F0541490NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,9,84911,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
110,NLB_449075739EDR_F0300786NCAM00254M1,train,F0300786NCAM00254M1,msl/ncam/images/edr/NLB_449075739EDR_F0300786NCAM00254M1.JPG,msl/ncam/labels/train/NLB_449075739EDR_F0300786NCAM00254M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,71156,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
111,NLB_424219126EDR_F0060410NCAM00245M1,val,F0060410NCAM00245M1,msl/ncam/images/edr/NLB_424219126EDR_F0060410NCAM00245M1.JPG,msl/ncam/labels/train/NLB_424219126EDR_F0060410NCAM00245M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,141835,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
112,NLB_579570335EDR_F0701554NCAM00312M1,val,F0701554NCAM00312M1,msl/ncam/images/edr/NLB_579570335EDR_F0701554NCAM00312M1.JPG,msl/ncam/labels/train/NLB_579570335EDR_F0701554NCAM00312M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,31,296509,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
113,NLB_617309155EDR_F0762672NCAM00270M1,train,F0762672NCAM00270M1,msl/ncam/images/edr/NLB_617309155EDR_F0762672NCAM00270M1.JPG,msl/ncam/labels/train/NLB_617309155EDR_F0762672NCAM00270M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,17,85892,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
114,NLB_557476847EDR_F0652828NCAM00385M1,val,F0652828NCAM00385M1,msl/ncam/images/edr/NLB_557476847EDR_F0652828NCAM00385M1.JPG,msl/ncam/labels/train/NLB_557476847EDR_F0652828NCAM00385M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,11,63911,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
115,NLB_484061303EDR_F0470598NCAM00207M1,train,F0470598NCAM00207M1,msl/ncam/images/edr/NLB_484061303EDR_F0470598NCAM00207M1.JPG,msl/ncam/labels/train/NLB_484061303EDR_F0470598NCAM00207M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,8,122209,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
116,NLB_526667508EDR_F0572798NCAM00251M1,train,F0572798NCAM00251M1,msl/ncam/images/edr/NLB_526667508EDR_F0572798NCAM00251M1.JPG,msl/ncam/labels/train/NLB_526667508EDR_F0572798NCAM00251M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,293169,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
117,NLB_580288890EDR_F0701752NCAM00309M1,val,F0701752NCAM00309M1,msl/ncam/images/edr/NLB_580288890EDR_F0701752NCAM00309M1.JPG,msl/ncam/labels/train/NLB_580288890EDR_F0701752NCAM00309M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,241357,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
118,NLB_579924899EDR_F0701752NCAM00353M1,train,F0701752NCAM00353M1,msl/ncam/images/edr/NLB_579924899EDR_F0701752NCAM00353M1.JPG,msl/ncam/labels/train/NLB_579924899EDR_F0701752NCAM00353M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,8,320765,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
119,NLB_486005519EDR_F0481570NCAM07813M1,train,F0481570NCAM07813M1,msl/ncam/images/edr/NLB_486005519EDR_F0481570NCAM07813M1.JPG,msl/ncam/labels/train/NLB_486005519EDR_F0481570NCAM07813M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,131638,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
120,NLB_492131456EDR_F0482794NCAM00292M1,train,F0482794NCAM00292M1,msl/ncam/images/edr/NLB_492131456EDR_F0482794NCAM00292M1.JPG,msl/ncam/labels/train/NLB_492131456EDR_F0482794NCAM00292M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,85773,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
121,NLA_401492610EDR_F0042100NCAM00306M1,val,F0042100NCAM00306M1,msl/ncam/images/edr/NLA_401492610EDR_F0042100NCAM00306M1.JPG,msl/ncam/labels/train/NLA_401492610EDR_F0042100NCAM00306M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,14,57176,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
