split,stable_source_image_id,sequence_id,image_path,mask_path,component_id,area_pixels,bbox_left,bbox_top,bbox_width,bbox_height,centroid_x,centroid_y,aspect_ratio,border_touching,tiny_component,very_large_component,unusual_aspect_ratio
train,NLB_451296365EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296365EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296365EDR_F0311256NCAM00273M1.png,3,35926,328,472,539,189,603.472165,574.709987,2.851852,False,False,False,False
train,NLB_451296365EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296365EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296365EDR_F0311256NCAM00273M1.png,4,3,842,549,3,1,843.0,549.0,3.0,False,True,False,False
train,NLB_451296365EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296365EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296365EDR_F0311256NCAM00273M1.png,5,2,846,548,2,1,846.5,548.0,2.0,False,True,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,1,46,794,249,19,8,801.891304,251.891304,2.375,False,True,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,2,2,806,249,2,1,806.5,249.0,2.0,False,True,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,3,19,809,250,11,2,814.210526,250.473684,5.5,False,True,False,True
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,4,1,821,252,1,1,821.0,252.0,1.0,False,True,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,5,3498,711,267,134,40,784.24757,288.062893,3.35,False,False,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,6,10483,377,320,273,204,532.638748,433.690165,1.338235,False,False,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,7,4955,9,580,261,189,89.106155,688.818567,1.380952,False,False,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,8,1,78,729,1,1,78.0,729.0,1.0,False,True,False,False
train,NLB_451296397EDR_F0311256NCAM00273M1,F0311256NCAM00273M1,msl/ncam/images/edr/NLB_451296397EDR_F0311256NCAM00273M1.JPG,msl/ncam/labels/train/NLB_451296397EDR_F0311256NCAM00273M1.png,9,1,76,730,1,1,76.0,730.0,1.0,False,True,False,False
train,NLB_451297680EDR_F0311256NCAM00274M1,F0311256NCAM00274M1,msl/ncam/images/edr/NLB_451297680EDR_F0311256NCAM00274M1.JPG,msl/ncam/labels/train/NLB_451297680EDR_F0311256NCAM00274M1.png,1,13389,8,321,204,94,100.212189,373.211741,2.170213,False,False,False,False
train,NLB_451297680EDR_F0311256NCAM00274M1,F0311256NCAM00274M1,msl/ncam/images/edr/NLB_451297680EDR_F0311256NCAM00274M1.JPG,msl/ncam/labels/train/NLB_451297680EDR_F0311256NCAM00274M1.png,2,2,53,326,2,1,53.5,326.0,2.0,False,True,False,False
train,NLB_451297680EDR_F0311256NCAM00274M1,F0311256NCAM00274M1,msl/ncam/images/edr/NLB_451297680EDR_F0311256NCAM00274M1.JPG,msl/ncam/labels/train/NLB_451297680EDR_F0311256NCAM00274M1.png,3,158,49,459,38,12,66.297468,465.21519,3.166667,False,False,False,False
train,NLB_451297680EDR_F0311256NCAM00274M1,F0311256NCAM00274M1,msl/ncam/images/edr/NLB_451297680EDR_F0311256NCAM00274M1.JPG,msl/ncam/labels/train/NLB_451297680EDR_F0311256NCAM00274M1.png,4,396,95,470,45,23,119.116162,480.891414,1.956522,False,False,False,False
train,NLB_451297680EDR_F0311256NCAM00274M1,F0311256NCAM00274M1,msl/ncam/images/edr/NLB_451297680EDR_F0311256NCAM00274M1.JPG,msl/ncam/labels/train/NLB_451297680EDR_F0311256NCAM00274M1.png,5,354,36,631,34,23,51.067797,642.627119,1.478261,False,False,False,False
train,NLB_451297680EDR_F0311256NCAM00274M1,F0311256NCAM00274M1,msl/ncam/images/edr/NLB_451297680EDR_F0311256NCAM00274M1.JPG,msl/ncam/labels/train/NLB_451297680EDR_F0311256NCAM00274M1.png,6,1357,30,648,73,93,58.656595,695.706706,0.784946,False,False,False,False
train,NLB_451297680EDR_F0311256NCAM00274M1,F0311256NCAM00274M1,msl/ncam/images/edr/NLB_451297680EDR_F0311256NCAM00274M1.JPG,msl/ncam/labels/train/NLB_451297680EDR_F0311256NCAM00274M1.png,7,7,102,734,5,2,104.142857,734.714286,2.5,False,True,False,False
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,1,46,730,781,7,18,732.717391,787.586957,0.388889,False,True,False,False
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,2,1,743,874,1,1,743.0,874.0,1.0,False,True,False,False
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,3,68,744,876,7,27,747.323529,888.794118,0.259259,False,False,False,False
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,4,1,855,941,1,1,855.0,941.0,1.0,False,True,False,False
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,5,2,858,942,2,1,858.5,942.0,2.0,False,True,False,False
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,6,59,861,943,29,11,874.915254,947.135593,2.636364,False,True,False,False
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,7,175,920,965,54,13,949.314286,970.125714,4.153846,False,False,False,True
train,NLB_452085478EDR_F0311330NCAM00207M1,F0311330NCAM00207M1,msl/ncam/images/edr/NLB_452085478EDR_F0311330NCAM00207M1.JPG,msl/ncam/labels/train/NLB_452085478EDR_F0311330NCAM00207M1.png,8,1,975,978,1,1,975.0,978.0,1.0,False,True,False,False
train,NLB_452087493EDR_F0311330NCAM00226M1,F0311330NCAM00226M1,msl/ncam/images/edr/NLB_452087493EDR_F0311330NCAM00226M1.JPG,msl/ncam/labels/train/NLB_452087493EDR_F0311330NCAM00226M1.png,1,238,488,7,71,5,525.323529,9.436975,14.2,False,False,False,True
train,NLB_451728645EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_451728645EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_451728645EDR_F0311330NCAM00322M1.png,1,29699,31,8,431,163,263.837133,72.72191,2.644172,False,False,False,False
train,NLB_451728645EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_451728645EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_451728645EDR_F0311330NCAM00322M1.png,2,2945,645,43,75,57,681.620374,73.267572,1.315789,False,False,False,False
train,NLB_451998814EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_451998814EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_451998814EDR_F0311330NCAM00322M1.png,1,491,275,9,143,23,352.537678,15.399185,6.217391,False,False,False,True
train,NLB_451998814EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_451998814EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_451998814EDR_F0311330NCAM00322M1.png,2,614,763,8,66,11,796.037459,13.087948,6.0,False,False,False,True
train,NLB_452004100EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452004100EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452004100EDR_F0311330NCAM00322M1.png,1,28697,23,10,427,197,218.950064,97.897934,2.167513,False,False,False,False
train,NLB_452004100EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452004100EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452004100EDR_F0311330NCAM00322M1.png,2,3715,628,48,76,61,665.45249,78.020996,1.245902,False,False,False,False
train,NLB_452004100EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452004100EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452004100EDR_F0311330NCAM00322M1.png,3,1204,36,229,44,34,56.51412,244.461794,1.294118,False,False,False,False
train,NLB_452004100EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452004100EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452004100EDR_F0311330NCAM00322M1.png,4,369,625,451,30,40,638.276423,472.498645,0.75,False,False,False,False
train,NLB_452098920EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452098920EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452098920EDR_F0311330NCAM00322M1.png,1,43,24,908,2,26,24.604651,920.302326,0.076923,False,True,False,True
train,NLB_452519014EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452519014EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452519014EDR_F0311330NCAM00322M1.png,1,1165,229,116,45,34,249.350215,132.756223,1.323529,False,False,False,False
train,NLB_452519014EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452519014EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452519014EDR_F0311330NCAM00322M1.png,2,998,249,157,38,38,266.209419,175.382766,1.0,False,False,False,False
train,NLB_452519014EDR_F0311330NCAM00322M1,F0311330NCAM00322M1,msl/ncam/images/edr/NLB_452519014EDR_F0311330NCAM00322M1.JPG,msl/ncam/labels/train/NLB_452519014EDR_F0311330NCAM00322M1.png,3,632,514,209,40,26,532.593354,223.216772,1.538462,False,False,False,False
train,NLB_451744378EDR_F0311330NCAM00468M1,F0311330NCAM00468M1,msl/ncam/images/edr/NLB_451744378EDR_F0311330NCAM00468M1.JPG,msl/ncam/labels/train/NLB_451744378EDR_F0311330NCAM00468M1.png,1,2738,755,458,106,82,805.788167,503.711833,1.292683,False,False,False,False
train,NLB_451744402EDR_F0311330NCAM00468M1,F0311330NCAM00468M1,msl/ncam/images/edr/NLB_451744402EDR_F0311330NCAM00468M1.JPG,msl/ncam/labels/train/NLB_451744402EDR_F0311330NCAM00468M1.png,1,54435,549,398,453,304,806.981372,577.99989,1.490132,False,False,True,False
train,NLB_451744402EDR_F0311330NCAM00468M1,F0311330NCAM00468M1,msl/ncam/images/edr/NLB_451744402EDR_F0311330NCAM00468M1.JPG,msl/ncam/labels/train/NLB_451744402EDR_F0311330NCAM00468M1.png,2,43483,34,400,275,247,156.835384,506.311018,1.11336,False,False,False,False
train,NLB_451744402EDR_F0311330NCAM00468M1,F0311330NCAM00468M1,msl/ncam/images/edr/NLB_451744402EDR_F0311330NCAM00468M1.JPG,msl/ncam/labels/train/NLB_451744402EDR_F0311330NCAM00468M1.png,3,1748,240,402,59,71,276.502288,427.255721,0.830986,False,False,False,False
train,NLB_451649224EDR_F0311330NCAM06813M1,F0311330NCAM06813M1,msl/ncam/images/edr/NLB_451649224EDR_F0311330NCAM06813M1.JPG,msl/ncam/labels/train/NLB_451649224EDR_F0311330NCAM06813M1.png,1,16056,767,590,253,95,892.652529,637.433483,2.663158,False,False,False,False
train,NLB_451649256EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649256EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649256EDR_F0311330NCAM12813M1.png,1,52,1017,880,4,16,1018.826923,887.788462,0.25,False,True,False,True
train,NLB_451649349EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649349EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649349EDR_F0311330NCAM12813M1.png,1,370,537,754,33,17,551.997297,762.213514,1.941176,False,False,False,False
train,NLB_451649435EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649435EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649435EDR_F0311330NCAM12813M1.png,1,624,723,844,36,35,743.652244,864.543269,1.028571,False,False,False,False
train,NLB_451649435EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649435EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649435EDR_F0311330NCAM12813M1.png,2,99,662,852,18,12,669.161616,858.151515,1.5,False,False,False,False
train,NLB_451649435EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649435EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649435EDR_F0311330NCAM12813M1.png,3,1809,756,885,111,30,822.694306,900.041459,3.7,False,False,False,False
train,NLB_451649435EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649435EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649435EDR_F0311330NCAM12813M1.png,4,1,743,892,1,1,743.0,892.0,1.0,False,True,False,False
train,NLB_451649435EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649435EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649435EDR_F0311330NCAM12813M1.png,5,2,747,893,2,1,747.5,893.0,2.0,False,True,False,False
train,NLB_451649435EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649435EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649435EDR_F0311330NCAM12813M1.png,6,2,751,894,2,1,751.5,894.0,2.0,False,True,False,False
train,NLB_451649435EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649435EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649435EDR_F0311330NCAM12813M1.png,7,3,754,895,3,1,755.0,895.0,3.0,False,True,False,False
train,NLB_451649466EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649466EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649466EDR_F0311330NCAM12813M1.png,1,1193,923,914,98,53,980.704107,942.185247,1.849057,False,False,False,False
train,NLB_451649466EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649466EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649466EDR_F0311330NCAM12813M1.png,2,15725,9,931,288,89,128.456725,976.725851,3.235955,False,False,False,False
train,NLB_451649466EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649466EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649466EDR_F0311330NCAM12813M1.png,3,2,248,970,2,2,248.5,970.5,1.0,False,True,False,False
train,NLB_451649560EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649560EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649560EDR_F0311330NCAM12813M1.png,1,10873,360,839,639,27,740.758208,851.723167,23.666667,False,False,False,True
train,NLB_451649560EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649560EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649560EDR_F0311330NCAM12813M1.png,2,6,541,838,2,4,541.333333,839.166667,0.5,False,True,False,False
train,NLB_451649560EDR_F0311330NCAM12813M1,F0311330NCAM12813M1,msl/ncam/images/edr/NLB_451649560EDR_F0311330NCAM12813M1.JPG,msl/ncam/labels/train/NLB_451649560EDR_F0311330NCAM12813M1.png,3,2350,15,842,177,22,92.268936,852.82383,8.045455,False,False,False,True
train,NLB_453421885EDR_F0311414NCAM00479M1,F0311414NCAM00479M1,msl/ncam/images/edr/NLB_453421885EDR_F0311414NCAM00479M1.JPG,msl/ncam/labels/train/NLB_453421885EDR_F0311414NCAM00479M1.png,1,23240,4,26,515,115,203.081282,64.831282,4.478261,False,False,False,True
train,NLB_453421951EDR_F0311414NCAM00479M1,F0311414NCAM00479M1,msl/ncam/images/edr/NLB_453421951EDR_F0311414NCAM00479M1.JPG,msl/ncam/labels/train/NLB_453421951EDR_F0311414NCAM00479M1.png,1,10733,765,3,256,55,903.290972,28.189509,4.654545,False,False,False,True
train,NLB_453422810EDR_F0311472NCAM00275M1,F0311472NCAM00275M1,msl/ncam/images/edr/NLB_453422810EDR_F0311472NCAM00275M1.JPG,msl/ncam/labels/train/NLB_453422810EDR_F0311472NCAM00275M1.png,1,77463,14,118,1003,191,595.745401,193.552083,5.251309,False,False,True,True
train,NLB_453422810EDR_F0311472NCAM00275M1,F0311472NCAM00275M1,msl/ncam/images/edr/NLB_453422810EDR_F0311472NCAM00275M1.JPG,msl/ncam/labels/train/NLB_453422810EDR_F0311472NCAM00275M1.png,2,1150,834,314,104,18,892.9,322.152174,5.777778,False,False,False,True
train,NLB_453422810EDR_F0311472NCAM00275M1,F0311472NCAM00275M1,msl/ncam/images/edr/NLB_453422810EDR_F0311472NCAM00275M1.JPG,msl/ncam/labels/train/NLB_453422810EDR_F0311472NCAM00275M1.png,3,3,213,373,3,1,214.0,373.0,3.0,False,True,False,False
train,NLB_453422841EDR_F0311472NCAM00275M1,F0311472NCAM00275M1,msl/ncam/images/edr/NLB_453422841EDR_F0311472NCAM00275M1.JPG,msl/ncam/labels/train/NLB_453422841EDR_F0311472NCAM00275M1.png,1,133926,9,122,832,205,369.417551,230.641974,4.058537,False,False,True,True
train,NLB_453422841EDR_F0311472NCAM00275M1,F0311472NCAM00275M1,msl/ncam/images/edr/NLB_453422841EDR_F0311472NCAM00275M1.JPG,msl/ncam/labels/train/NLB_453422841EDR_F0311472NCAM00275M1.png,2,768,20,356,85,22,53.238281,367.143229,3.863636,False,False,False,False
train,NLB_453422930EDR_F0311472NCAM00275M1,F0311472NCAM00275M1,msl/ncam/images/edr/NLB_453422930EDR_F0311472NCAM00275M1.JPG,msl/ncam/labels/train/NLB_453422930EDR_F0311472NCAM00275M1.png,1,1958,599,187,254,11,729.838611,190.889683,23.090909,False,False,False,True
train,NLB_453422930EDR_F0311472NCAM00275M1,F0311472NCAM00275M1,msl/ncam/images/edr/NLB_453422930EDR_F0311472NCAM00275M1.JPG,msl/ncam/labels/train/NLB_453422930EDR_F0311472NCAM00275M1.png,2,188,824,553,34,24,843.37766,564.164894,1.416667,False,False,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,1,118,284,88,37,4,303.305085,89.79661,9.25,False,False,False,True
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,2,259,265,112,42,29,285.057915,129.969112,1.448276,False,False,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,3,3515,738,132,265,69,907.576956,166.113798,3.84058,False,False,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,4,2,877,148,2,1,877.5,148.0,2.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,5,1,884,149,1,1,884.0,149.0,1.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,6,576,662,159,130,48,710.135417,178.996528,2.708333,False,False,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,7,24,428,187,12,4,433.958333,188.791667,3.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,8,3,1015,187,1,3,1015.0,188.0,0.333333,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,9,2089,399,188,138,86,454.966491,233.507899,1.604651,False,False,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,10,4203,837,191,168,65,929.208423,218.555793,2.584615,False,False,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,11,2,793,207,2,1,793.5,207.0,2.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,12,2,796,208,2,1,796.5,208.0,2.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,13,2,799,209,2,1,799.5,209.0,2.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,14,2,802,210,2,1,802.5,210.0,2.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,15,1,805,211,1,1,805.0,211.0,1.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,16,10,1015,220,1,10,1015.0,224.5,0.1,False,True,False,True
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,17,1,841,222,1,1,841.0,222.0,1.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,18,3,844,223,3,1,845.0,223.0,3.0,False,True,False,False
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,19,105,848,224,66,12,877.0,229.27619,5.5,False,False,False,True
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,20,4,915,236,4,1,916.5,236.0,4.0,False,True,False,True
train,NLB_453423416EDR_F0311472NCAM00276M1,F0311472NCAM00276M1,msl/ncam/images/edr/NLB_453423416EDR_F0311472NCAM00276M1.JPG,msl/ncam/labels/train/NLB_453423416EDR_F0311472NCAM00276M1.png,21,58,921,237,32,6,935.965517,240.034483,5.333333,False,True,False,True
train,NLB_453512811EDR_F0320000NCAM00277M1,F0320000NCAM00277M1,msl/ncam/images/edr/NLB_453512811EDR_F0320000NCAM00277M1.JPG,msl/ncam/labels/train/NLB_453512811EDR_F0320000NCAM00277M1.png,1,21467,102,179,332,244,294.761215,296.966414,1.360656,False,False,False,False
