dataset_version,dataset_doi,archive_filename,archive_md5,archive_sha256,dataset_relative_image_path,dataset_relative_mask_path,stable_source_image_id,mission,rover,camera,sequence_id,label_role,agreement_threshold,label_scheme,image_width,image_height,mask_width,mask_height,valid_pixel_fraction,per_class_pixel_counts_json,candidate_image_count,stem_relationship,split_name
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464611408EDR_F0421020NCAM00390M1.JPG,msl/ncam/labels/train/NLB_464611408EDR_F0421020NCAM00390M1.png,NLB_464611408EDR_F0421020NCAM00390M1,msl,curiosity,ncam,F0421020NCAM00390M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.68402100,"{""1"": 658846, ""2"": 58402, ""255"": 331328}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464874382EDR_F0421020NCAM00390M1.JPG,msl/ncam/labels/train/NLB_464874382EDR_F0421020NCAM00390M1.png,NLB_464874382EDR_F0421020NCAM00390M1,msl,curiosity,ncam,F0421020NCAM00390M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.63225365,"{""1"": 633483, ""2"": 29483, ""255"": 385610}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464780384EDR_F0421020NCAM05793M1.JPG,msl/ncam/labels/train/NLB_464780384EDR_F0421020NCAM05793M1.png,NLB_464780384EDR_F0421020NCAM05793M1,msl,curiosity,ncam,F0421020NCAM05793M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.12902355,"{""1"": 96420, ""2"": 38871, ""255"": 913285}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464780409EDR_F0421020NCAM05793M1.JPG,msl/ncam/labels/train/NLB_464780409EDR_F0421020NCAM05793M1.png,NLB_464780409EDR_F0421020NCAM05793M1,msl,curiosity,ncam,F0421020NCAM05793M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.27020168,"{""1"": 261598, ""2"": 21729, ""255"": 765249}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464780433EDR_F0421020NCAM05793M1.JPG,msl/ncam/labels/train/NLB_464780433EDR_F0421020NCAM05793M1.png,NLB_464780433EDR_F0421020NCAM05793M1,msl,curiosity,ncam,F0421020NCAM05793M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.23507023,"{""1"": 246489, ""255"": 802087}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464780461EDR_F0421020NCAM05793M1.JPG,msl/ncam/labels/train/NLB_464780461EDR_F0421020NCAM05793M1.png,NLB_464780461EDR_F0421020NCAM05793M1,msl,curiosity,ncam,F0421020NCAM05793M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.20197773,"{""0"": 37109, ""1"": 174244, ""2"": 436, ""255"": 836787}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464780486EDR_F0421020NCAM05793M1.JPG,msl/ncam/labels/train/NLB_464780486EDR_F0421020NCAM05793M1.png,NLB_464780486EDR_F0421020NCAM05793M1,msl,curiosity,ncam,F0421020NCAM05793M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.22469521,"{""0"": 94021, ""1"": 136183, ""2"": 5406, ""255"": 812966}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464342461EDR_F0421020NCAM07753M1.JPG,msl/ncam/labels/train/NLB_464342461EDR_F0421020NCAM07753M1.png,NLB_464342461EDR_F0421020NCAM07753M1,msl,curiosity,ncam,F0421020NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.75884342,"{""0"": 233632, ""1"": 338634, ""2"": 223439, ""255"": 252871}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464342485EDR_F0421020NCAM07753M1.JPG,msl/ncam/labels/train/NLB_464342485EDR_F0421020NCAM07753M1.png,NLB_464342485EDR_F0421020NCAM07753M1,msl,curiosity,ncam,F0421020NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.77810287,"{""0"": 669984, ""1"": 149, ""2"": 145767, ""255"": 232676}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464342516EDR_F0421020NCAM07753M1.JPG,msl/ncam/labels/train/NLB_464342516EDR_F0421020NCAM07753M1.png,NLB_464342516EDR_F0421020NCAM07753M1,msl,curiosity,ncam,F0421020NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.77761936,"{""0"": 765151, ""2"": 50242, ""255"": 233183}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464342547EDR_F0421020NCAM07753M1.JPG,msl/ncam/labels/train/NLB_464342547EDR_F0421020NCAM07753M1.png,NLB_464342547EDR_F0421020NCAM07753M1,msl,curiosity,ncam,F0421020NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.76350594,"{""0"": 800594, ""255"": 247982}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464342578EDR_F0421020NCAM07753M1.JPG,msl/ncam/labels/train/NLB_464342578EDR_F0421020NCAM07753M1.png,NLB_464342578EDR_F0421020NCAM07753M1,msl,curiosity,ncam,F0421020NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.51131248,"{""0"": 536150, ""255"": 512426}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464342662EDR_F0421020NCAM07753M1.JPG,msl/ncam/labels/train/NLB_464342662EDR_F0421020NCAM07753M1.png,NLB_464342662EDR_F0421020NCAM07753M1,msl,curiosity,ncam,F0421020NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.15017033,"{""2"": 157465, ""255"": 891111}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_464342692EDR_F0421020NCAM07753M1.JPG,msl/ncam/labels/train/NLB_464342692EDR_F0421020NCAM07753M1.png,NLB_464342692EDR_F0421020NCAM07753M1,msl,curiosity,ncam,F0421020NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.33644676,"{""2"": 352790, ""255"": 695786}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479116EDR_F0430000NCAM00285M1.JPG,msl/ncam/labels/train/NLB_466479116EDR_F0430000NCAM00285M1.png,NLB_466479116EDR_F0430000NCAM00285M1,msl,curiosity,ncam,F0430000NCAM00285M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.75539303,"{""0"": 792087, ""255"": 256489}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479147EDR_F0430000NCAM00285M1.JPG,msl/ncam/labels/train/NLB_466479147EDR_F0430000NCAM00285M1.png,NLB_466479147EDR_F0430000NCAM00285M1,msl,curiosity,ncam,F0430000NCAM00285M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.48205566,"{""0"": 505464, ""2"": 8, ""255"": 543104}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479230EDR_F0430000NCAM00285M1.JPG,msl/ncam/labels/train/NLB_466479230EDR_F0430000NCAM00285M1.png,NLB_466479230EDR_F0430000NCAM00285M1,msl,curiosity,ncam,F0430000NCAM00285M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.15282440,"{""2"": 160248, ""255"": 888328}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479262EDR_F0430000NCAM00285M1.JPG,msl/ncam/labels/train/NLB_466479262EDR_F0430000NCAM00285M1.png,NLB_466479262EDR_F0430000NCAM00285M1,msl,curiosity,ncam,F0430000NCAM00285M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.34856606,"{""2"": 365498, ""255"": 683078}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479293EDR_F0430000NCAM00285M1.JPG,msl/ncam/labels/train/NLB_466479293EDR_F0430000NCAM00285M1.png,NLB_466479293EDR_F0430000NCAM00285M1,msl,curiosity,ncam,F0430000NCAM00285M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.60545921,"{""2"": 634870, ""255"": 413706}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466651182EDR_F0430000NCAM00320M1.JPG,msl/ncam/labels/train/NLB_466651182EDR_F0430000NCAM00320M1.png,NLB_466651182EDR_F0430000NCAM00320M1,msl,curiosity,ncam,F0430000NCAM00320M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.76433849,"{""1"": 678977, ""2"": 122490, ""255"": 247109}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479340EDR_F0430000NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466479340EDR_F0430000NCAM00350M1.png,NLB_466479340EDR_F0430000NCAM00350M1,msl,curiosity,ncam,F0430000NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.89290714,"{""1"": 796253, ""2"": 140028, ""255"": 112295}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479365EDR_F0430000NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466479365EDR_F0430000NCAM00350M1.png,NLB_466479365EDR_F0430000NCAM00350M1,msl,curiosity,ncam,F0430000NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.80193329,"{""0"": 249327, ""1"": 423033, ""2"": 168528, ""255"": 207688}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479396EDR_F0430000NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466479396EDR_F0430000NCAM00350M1.png,NLB_466479396EDR_F0430000NCAM00350M1,msl,curiosity,ncam,F0430000NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.89063454,"{""0"": 579026, ""1"": 133232, ""2"": 221640, ""255"": 114678}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479428EDR_F0430000NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466479428EDR_F0430000NCAM00350M1.png,NLB_466479428EDR_F0430000NCAM00350M1,msl,curiosity,ncam,F0430000NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.84921837,"{""0"": 742183, ""2"": 148287, ""255"": 158106}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479460EDR_F0430000NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466479460EDR_F0430000NCAM00350M1.png,NLB_466479460EDR_F0430000NCAM00350M1,msl,curiosity,ncam,F0430000NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.60395336,"{""0"": 633291, ""255"": 415285}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466478981EDR_F0430000NCAM00353M1.JPG,msl/ncam/labels/train/NLB_466478981EDR_F0430000NCAM00353M1.png,NLB_466478981EDR_F0430000NCAM00353M1,msl,curiosity,ncam,F0430000NCAM00353M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.52949715,"{""1"": 553139, ""2"": 2079, ""255"": 493358}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479005EDR_F0430000NCAM00353M1.JPG,msl/ncam/labels/train/NLB_466479005EDR_F0430000NCAM00353M1.png,NLB_466479005EDR_F0430000NCAM00353M1,msl,curiosity,ncam,F0430000NCAM00353M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.81332111,"{""1"": 852829, ""255"": 195747}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479524EDR_F0430000NCAM07753M1.JPG,msl/ncam/labels/train/NLB_466479524EDR_F0430000NCAM07753M1.png,NLB_466479524EDR_F0430000NCAM07753M1,msl,curiosity,ncam,F0430000NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.67508030,"{""1"": 46048, ""2"": 661825, ""255"": 340703}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479548EDR_F0430000NCAM07753M1.JPG,msl/ncam/labels/train/NLB_466479548EDR_F0430000NCAM07753M1.png,NLB_466479548EDR_F0430000NCAM07753M1,msl,curiosity,ncam,F0430000NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.68970585,"{""1"": 346198, ""2"": 377011, ""255"": 325367}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479572EDR_F0430000NCAM07753M1.JPG,msl/ncam/labels/train/NLB_466479572EDR_F0430000NCAM07753M1.png,NLB_466479572EDR_F0430000NCAM07753M1,msl,curiosity,ncam,F0430000NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.83690166,"{""1"": 877555, ""255"": 171021}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479596EDR_F0430000NCAM07753M1.JPG,msl/ncam/labels/train/NLB_466479596EDR_F0430000NCAM07753M1.png,NLB_466479596EDR_F0430000NCAM07753M1,msl,curiosity,ncam,F0430000NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.83974171,"{""1"": 806638, ""2"": 73895, ""255"": 168043}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479628EDR_F0430000NCAM07753M1.JPG,msl/ncam/labels/train/NLB_466479628EDR_F0430000NCAM07753M1.png,NLB_466479628EDR_F0430000NCAM07753M1,msl,curiosity,ncam,F0430000NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.77933121,"{""0"": 229433, ""1"": 313023, ""2"": 274732, ""255"": 231388}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479661EDR_F0430000NCAM07753M1.JPG,msl/ncam/labels/train/NLB_466479661EDR_F0430000NCAM07753M1.png,NLB_466479661EDR_F0430000NCAM07753M1,msl,curiosity,ncam,F0430000NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.83919048,"{""0"": 678740, ""1"": 54579, ""2"": 146636, ""255"": 168621}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466479692EDR_F0430000NCAM07753M1.JPG,msl/ncam/labels/train/NLB_466479692EDR_F0430000NCAM07753M1.png,NLB_466479692EDR_F0430000NCAM07753M1,msl,curiosity,ncam,F0430000NCAM07753M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.76112747,"{""0"": 790233, ""2"": 7867, ""255"": 250476}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466737043EDR_F0430018NCAM00493M1.JPG,msl/ncam/labels/train/NLB_466737043EDR_F0430018NCAM00493M1.png,NLB_466737043EDR_F0430018NCAM00493M1,msl,curiosity,ncam,F0430018NCAM00493M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.69604397,"{""1"": 651496, ""2"": 78359, ""255"": 318721}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466737067EDR_F0430018NCAM00493M1.JPG,msl/ncam/labels/train/NLB_466737067EDR_F0430018NCAM00493M1.png,NLB_466737067EDR_F0430018NCAM00493M1,msl,curiosity,ncam,F0430018NCAM00493M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.96838760,"{""1"": 1015428, ""255"": 33148}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466738211EDR_F0430090NCAM00494M1.JPG,msl/ncam/labels/train/NLB_466738211EDR_F0430090NCAM00494M1.png,NLB_466738211EDR_F0430090NCAM00494M1,msl,curiosity,ncam,F0430090NCAM00494M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.65471268,"{""1"": 686516, ""255"": 362060}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466738235EDR_F0430090NCAM00494M1.JPG,msl/ncam/labels/train/NLB_466738235EDR_F0430090NCAM00494M1.png,NLB_466738235EDR_F0430090NCAM00494M1,msl,curiosity,ncam,F0430090NCAM00494M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.82569981,"{""1"": 865809, ""255"": 182767}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466739668EDR_F0430186NCAM00385M1.JPG,msl/ncam/labels/train/NLB_466739668EDR_F0430186NCAM00385M1.png,NLB_466739668EDR_F0430186NCAM00385M1,msl,curiosity,ncam,F0430186NCAM00385M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.93901157,"{""1"": 984625, ""255"": 63951}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466739691EDR_F0430186NCAM00385M1.JPG,msl/ncam/labels/train/NLB_466739691EDR_F0430186NCAM00385M1.png,NLB_466739691EDR_F0430186NCAM00385M1,msl,curiosity,ncam,F0430186NCAM00385M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.98176479,"{""1"": 1029455, ""255"": 19121}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740644EDR_F0430216NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466740644EDR_F0430216NCAM00350M1.png,NLB_466740644EDR_F0430216NCAM00350M1,msl,curiosity,ncam,F0430216NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.85610771,"{""1"": 897694, ""255"": 150882}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740669EDR_F0430216NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466740669EDR_F0430216NCAM00350M1.png,NLB_466740669EDR_F0430216NCAM00350M1,msl,curiosity,ncam,F0430216NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.86615467,"{""1"": 908229, ""255"": 140347}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740694EDR_F0430216NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466740694EDR_F0430216NCAM00350M1.png,NLB_466740694EDR_F0430216NCAM00350M1,msl,curiosity,ncam,F0430216NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.89447594,"{""1"": 937926, ""255"": 110650}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740719EDR_F0430216NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466740719EDR_F0430216NCAM00350M1.png,NLB_466740719EDR_F0430216NCAM00350M1,msl,curiosity,ncam,F0430216NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.86864376,"{""1"": 910839, ""255"": 137737}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740752EDR_F0430216NCAM00350M1.JPG,msl/ncam/labels/train/NLB_466740752EDR_F0430216NCAM00350M1.png,NLB_466740752EDR_F0430216NCAM00350M1,msl,curiosity,ncam,F0430216NCAM00350M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.59919453,"{""1"": 628301, ""255"": 420275}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740268EDR_F0430216NCAM00353M1.JPG,msl/ncam/labels/train/NLB_466740268EDR_F0430216NCAM00353M1.png,NLB_466740268EDR_F0430216NCAM00353M1,msl,curiosity,ncam,F0430216NCAM00353M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.44178009,"{""1"": 463240, ""255"": 585336}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740292EDR_F0430216NCAM00353M1.JPG,msl/ncam/labels/train/NLB_466740292EDR_F0430216NCAM00353M1.png,NLB_466740292EDR_F0430216NCAM00353M1,msl,curiosity,ncam,F0430216NCAM00353M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.67910004,"{""1"": 712088, ""255"": 336488}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740379EDR_F0430216NCAM05693M1.JPG,msl/ncam/labels/train/NLB_466740379EDR_F0430216NCAM05693M1.png,NLB_466740379EDR_F0430216NCAM05693M1,msl,curiosity,ncam,F0430216NCAM05693M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.37199593,"{""1"": 280942, ""2"": 109124, ""255"": 658510}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740403EDR_F0430216NCAM05693M1.JPG,msl/ncam/labels/train/NLB_466740403EDR_F0430216NCAM05693M1.png,NLB_466740403EDR_F0430216NCAM05693M1,msl,curiosity,ncam,F0430216NCAM05693M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.50910854,"{""1"": 514607, ""2"": 19232, ""255"": 514737}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740427EDR_F0430216NCAM05693M1.JPG,msl/ncam/labels/train/NLB_466740427EDR_F0430216NCAM05693M1.png,NLB_466740427EDR_F0430216NCAM05693M1,msl,curiosity,ncam,F0430216NCAM05693M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.76605797,"{""1"": 803270, ""255"": 245306}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740451EDR_F0430216NCAM05693M1.JPG,msl/ncam/labels/train/NLB_466740451EDR_F0430216NCAM05693M1.png,NLB_466740451EDR_F0430216NCAM05693M1,msl,curiosity,ncam,F0430216NCAM05693M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.85542583,"{""1"": 896979, ""255"": 151597}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLB_466740483EDR_F0430216NCAM05693M1.JPG,msl/ncam/labels/train/NLB_466740483EDR_F0430216NCAM05693M1.png,NLB_466740483EDR_F0430216NCAM05693M1,msl,curiosity,ncam,F0430216NCAM05693M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.95785141,"{""1"": 1004380, ""255"": 44196}",1,exact,train
